"sample_time","facility","species","adipose_clip","lad_race","dna_race","cwt_race","cwt_tagcode","cwt_hatch","cwt_release_type","cwt_release_start","cwt_release_end","cwt_release_span_days","cwt_release_location","days_from_release_end_to_sample_time","count_duration_minutes","pumping_duration_minutes","sample_fraction","study_type","length","nfish","expanded_salvage","loss","dna_sample_id","genetic_probability","length_row_id","x14_day_omri"
"2025-02-18 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",42,1,4,2.54,"C250014CVP",0.99299997,1933908,-5359
"2025-02-18 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.54,"C250022CVP",0.98699999,1933911,-5359
"2025-02-19 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",35,1,4,2.54,"C250025CVP",0.41499999,1933970,-5274
"2025-02-19 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.54,"C250024CVP",0.056000002,1933971,-5274
"2025-02-19 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.54,"C250023CVP",0.99199998,1933971,-5274
"2025-02-19 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",35,1,4,2.54,"C250027CVP",0.79400003,1933979,-5274
"2025-02-19 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",35,1,4,2.54,"C250026CVP",0.85699999,1933979,-5274
"2025-02-19 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.54,"C250028CVP",0.98799998,1933980,-5274
"2025-02-19 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.54,"C250029CVP",0.68699998,1934022,-5274
"2025-02-19 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.54,"C250030CVP",0.53799999,1934022,-5274
"2025-02-19 08:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.54,"C250031CVP",0.986,1934023,-5274
"2025-02-19 11:00:00","SWP","Chinook Salmon","Clipped","Winter",NA,"Spring","060700","SCARF","SJRRP",2024-12-10,2024-12-11,2,"San Joaquin River at Highway 140",70,30,120,0.25,"Normal count",189,1,4,17.14,NA,NA,1933937,-5274
"2025-02-19 15:00:00","SWP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",157,1,4,17.25,"C250083SWP",1,1933942,-5274
"2025-02-19 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.54,"C250033CVP",0.96700001,1933952,-5274
"2025-02-19 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.54,"C250032CVP",0.99400002,1933953,-5274
"2025-02-19 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.54,"C250034CVP",0.972,1933954,-5274
"2025-02-19 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.54,"C250035CVP",0.93099999,1933955,-5274
"2025-02-19 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.54,"C250036CVP",0.99400002,1933974,-5274
"2025-02-19 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.54,"C250037CVP",0.59899998,1933975,-5274
"2025-02-19 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.54,"C250042CVP",0.98400003,1933960,-5274
"2025-02-19 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.54,"C250039CVP",0.55400002,1933961,-5274
"2025-02-19 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.54,"C250038CVP",0.92400002,1933962,-5274
"2025-02-19 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.54,"C250040CVP",0.098999999,1933962,-5274
"2025-02-19 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.54,"C250041CVP",0.97100002,1933963,-5274
"2025-02-19 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.54,"C250043CVP",0.58200002,1933956,-5274
"2025-02-20 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",35,1,4,2.54,"C250044CVP",0.824,1934070,-5185
"2025-02-20 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.54,"C250045CVP",0.088,1934071,-5185
"2025-02-20 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.54,"C250050CVP",0.99699998,1934037,-5185
"2025-02-20 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.54,"C250048CVP",0.73900002,1934038,-5185
"2025-02-20 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.54,"C250049CVP",0.991,1934038,-5185
"2025-02-20 04:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.54,NA,NA,1934038,-5185
"2025-02-20 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.54,"C250046CVP",0.92299998,1934039,-5185
"2025-02-20 10:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250051CVP",0.93800002,1934034,-5185
"2025-02-20 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",35,1,4,2.33,"C250053CVP",0.50300002,1934072,-5185
"2025-02-20 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250054CVP",0.52399999,1934073,-5185
"2025-02-20 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.33,"C250055CVP",0.59899998,1934074,-5185
"2025-02-20 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.33,"C250052CVP",0.84200001,1934074,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",33,1,4,2.33,"C250059CVP",0.80199999,1934108,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",34,1,4,2.33,"C250061CVP",0.59899998,1934109,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.33,"C250057CVP",0.94499999,1934110,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250058CVP",0.99699998,1934111,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250056CVP",0.93900001,1934112,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250060CVP",0.84200001,1934112,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250062CVP",0.54500002,1934113,-5185
"2025-02-20 22:00:00","CVP","Chinook Salmon","Clipped","Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",226,1,4,2.6,NA,NA,1934114,-5185
"2025-02-20 23:59:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",35,1,4,2.33,NA,NA,1934062,-5185
"2025-02-20 23:59:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,NA,NA,1934063,-5185
"2025-02-20 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250066CVP",0.75800002,1934063,-5185
"2025-02-20 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250063CVP",0.082000002,1934063,-5185
"2025-02-21 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.33,"C250067CVP",0.62300003,1934158,-5103
"2025-02-21 14:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.33,"C250068CVP",0.69199997,1934204,-5103
"2025-02-21 16:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250069CVP",0.65700001,1934212,-5103
"2025-02-21 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250070CVP",0.972,1934184,-5103
"2025-02-21 18:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250071CVP",0.63300002,1934185,-5103
"2025-02-21 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.33,"C250072CVP",0.066,1934199,-5103
"2025-02-21 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250074CVP",0.90600002,1934200,-5103
"2025-02-21 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.33,"C250073CVP",0.93699998,1934201,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",34,1,3.5,2.04,"C250083CVP",0.098999999,1934189,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",34,1,3.5,2.04,"C250078CVP",0.97299999,1934189,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",36,1,3.5,2.04,"C250080CVP",0.50300002,1934190,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",36,1,3.5,2.04,"C250075CVP",0.097999997,1934190,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",37,1,3.5,2.04,"C250081CVP",0.796,1934191,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",37,1,3.5,2.04,"C250077CVP",0.097000003,1934191,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",38,1,3.5,2.03,"C250079CVP",0.815,1934192,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",38,1,3.5,2.03,"C250076CVP",0.74199998,1934192,-5103
"2025-02-21 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,105,0.29,"Normal count",38,1,3.5,2.03,"C250082CVP",0.52700001,1934192,-5103
"2025-02-21 23:59:00","CVP","Chinook Salmon","Unclipped","Winter","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,40,0.75,"Normal count",147,1,1.33,0.87,"C200084CVP",1,1934187,-5103
"2025-02-21 23:59:00","CVP","Chinook Salmon","Clipped","Winter",NA,"LateFall","053000","CNFH","Experimental",2025-01-17,2025-01-17,1,"Battle Creek at CNFH",35,30,40,0.75,"Normal count",183,1,1.33,0.87,NA,NA,1934188,-5103
"2025-02-22 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.33,"C250086CVP",0.79500002,1934295,-5045
"2025-02-22 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250085CVP",0.90499997,1934296,-5045
"2025-02-22 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250087CVP",0.83499998,1934297,-5045
"2025-02-22 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",43,1,4,2.33,"C250089CVP",0.90399998,1934254,-5045
"2025-02-22 04:00:00","CVP","Chinook Salmon","Unclipped","Spring","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",61,1,4,2.33,"C250088CVP",0.722,1934255,-5045
"2025-02-22 04:00:00","CVP","Chinook Salmon","Clipped","Winter",NA,"Spring","060700","SCARF","SJRRP",2024-12-10,2024-12-11,2,"San Joaquin River at Highway 140",73,30,120,0.25,"Normal count",198,1,4,2.6,NA,NA,1934256,-5045
"2025-02-22 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.33,"C250090CVP",0.65100002,1934330,-5045
"2025-02-22 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",42,1,4,2.33,"C250091CVP",0.991,1934331,-5045
"2025-02-22 12:00:00","CVP","Chinook Salmon","Clipped","Winter",NA,"Spring","060700","SCARF","SJRRP",2024-12-10,2024-12-11,2,"San Joaquin River at Highway 140",73,30,120,0.25,"Normal count",193,1,4,2.6,NA,NA,1934336,-5045
"2025-02-22 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,NA,NA,1934338,-5045
"2025-02-22 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",42,1,4,2.33,"C250092CVP",0.79400003,1934339,-5045
"2025-02-22 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250094CVP",0.85500002,1934265,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250097CVP",0.73699999,1934345,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250100CVP",0.93599999,1934346,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250099CVP",0.44100001,1934347,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250095CVP",0.92500001,1934347,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,NA,NA,1934347,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",42,1,4,2.33,"C250098CVP",0.47099999,1934348,-5045
"2025-02-22 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",43,1,4,2.33,"C250101CVP",0.75800002,1934349,-5045
"2025-02-23 02:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,NA,NA,1934359,-4984
"2025-02-23 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250103CVP",0.73799998,1934359,-4984
"2025-02-23 04:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,NA,NA,1934376,-4984
"2025-02-23 06:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.33,NA,NA,1934364,-4984
"2025-02-23 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250106CVP",0.995,1934365,-4984
"2025-02-23 06:00:00","CVP","Chinook Salmon","Unclipped","Spring","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",67,1,4,2.33,"C250105CVP",0.87400001,1934366,-4984
"2025-02-23 14:00:00","CVP","Chinook Salmon","Clipped","Winter",NA,"Spring","060700","SCARF","SJRRP",2024-12-10,2024-12-11,2,"San Joaquin River at Highway 140",74,30,120,0.25,"Normal count",138,1,4,2.6,NA,NA,1934367,-4984
"2025-02-23 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250109CVP",0.92400002,1934374,-4984
"2025-02-23 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250110CVP",0.98699999,1934374,-4984
"2025-02-23 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250108CVP",0.54100001,1934375,-4984
"2025-02-23 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.33,"C250112CVP",0.995,1934409,-4984
"2025-02-23 23:59:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250111CVP",0.097000003,1934410,-4984
"2025-02-24 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250114CVP",0.98799998,1934513,-4978
"2025-02-24 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250116CVP",0.90100002,1934513,-4978
"2025-02-24 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",44,1,4,2.33,"C250113CVP",0.912,1934514,-4978
"2025-02-24 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",44,1,4,2.33,"C250115CVP",0.97500002,1934514,-4978
"2025-02-25 02:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",45,1,4,2.33,"C250117CVP",0.96700001,1934542,-4979
"2025-02-25 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",37,1,4,2.33,"C250119CVP",0.51300001,1934593,-4979
"2025-02-25 06:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",38,1,4,2.33,"C250118CVP",0.634,1934594,-4979
"2025-02-25 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",36,1,4,2.33,"C250120CVP",0.071000002,1934601,-4979
"2025-02-25 12:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",42,1,4,2.33,"C250121CVP",0.95700002,1934602,-4979
"2025-02-25 14:00:00","CVP","Chinook Salmon","Unclipped","Winter","Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",126,1,4,2.6,"C250122CVP",1,1934566,-4979
"2025-02-25 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",49,1,4,2.33,"C250123CVP",0.69599998,1934539,-4979
"2025-02-25 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",39,1,4,2.33,"C250128CVP",0.977,1934567,-4979
"2025-02-25 22:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",47,1,4,2.33,"C250126CVP",0.741,1934568,-4979
"2025-02-25 22:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",48,1,4,2.33,NA,NA,1934569,-4979
"2025-02-25 22:00:00","CVP","Chinook Salmon","Unclipped","Spring","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",63,1,4,2.33,"C250125CVP",0.55299997,1934570,-4979
"2025-02-25 22:00:00","CVP","Chinook Salmon","Unclipped","Spring","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",69,1,4,2.33,"C250124CVP",0.90200001,1934571,-4979
"2025-02-26 18:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",50,1,4,2.33,NA,NA,1934740,-4979
"2025-02-26 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",41,1,4,2.33,"C250132CVP",0.048999999,1934700,-4979
"2025-02-26 20:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",45,1,4,2.33,"C250131CVP",0.82099998,1934701,-4979
"2025-02-27 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",40,1,4,2.33,"C250133CVP",0.523,1934769,-4987
"2025-02-27 04:00:00","CVP","Chinook Salmon","Unclipped","Fall","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",42,1,4,2.33,"C250134CVP",0.78600001,1934770,-4987
"2025-02-27 06:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",45,1,4,2.33,NA,NA,1934831,-4987
