"sample_time","facility","species","adipose_clip","lad_race","dna_race","cwt_race","cwt_tagcode","cwt_hatch","cwt_release_type","cwt_release_start","cwt_release_end","cwt_release_span_days","cwt_release_location","cwt_release_information_source","days_from_release_end_to_sample_time","count_duration_minutes","pumping_duration_minutes","sample_fraction","study_type","length","nfish","expanded_salvage","loss","dna_sample_id","genetic_probability","length_row_id","x14_day_omri"
"2011-06-06 18:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",109,1,4,2.6,NA,NA,1239027,NA
"2011-06-06 18:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",110,1,4,2.6,NA,NA,1239028,NA
"2011-06-06 19:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",111,1,4,19.42,NA,NA,1238861,NA
"2011-06-06 19:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",133,1,4,19.42,NA,NA,1238862,NA
"2011-06-06 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",96,1,4,2.33,NA,NA,1239048,NA
"2011-06-06 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",110,1,4,2.6,NA,NA,1239049,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",87,1,6,26.98,NA,NA,1238883,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",91,1,6,26.98,NA,NA,1238884,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",93,1,6,26.98,NA,NA,1238885,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",95,1,6,26.98,NA,NA,1238886,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",100,1,6,26.98,NA,NA,1238887,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",101,1,6,29,NA,NA,1238863,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",103,1,6,29,NA,NA,1238864,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",103,1,6,29,NA,NA,1238888,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",105,2,12,58,NA,NA,1238889,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",107,1,6,29,NA,NA,1238865,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",108,1,6,29,NA,NA,1238866,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",110,1,6,29,NA,NA,1238867,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",111,1,6,29,NA,NA,1238868,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",114,1,6,29,NA,NA,1238890,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",115,1,6,29,NA,NA,1238869,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",116,1,6,29,NA,NA,1238891,NA
"2011-06-06 21:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,120,0.17,"Normal count",118,1,6,29,NA,NA,1238892,NA
"2011-06-06 22:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",94,1,4,2.33,NA,NA,1239050,NA
"2011-06-06 22:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",117,1,4,2.6,NA,NA,1239051,NA
"2011-06-06 22:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",127,1,4,2.6,NA,NA,1239052,NA
"2011-06-06 23:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",110,1,24,115.64,NA,NA,1238908,NA
"2011-06-06 23:59:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",95,1,4,2.33,NA,NA,1239053,NA
"2011-06-06 23:59:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",129,1,4,2.6,NA,NA,1239054,NA
"2011-06-07 02:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",117,1,4,2.6,NA,NA,1239200,NA
"2011-06-07 03:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",126,1,24,116,NA,NA,1239075,NA
"2011-06-07 04:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",100,1,4,2.33,NA,NA,1239218,NA
"2011-06-07 05:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",93,1,24,108.18,NA,NA,1239092,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",92,1,4,18.1,NA,NA,1239093,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",97,1,4,18.1,NA,NA,1239094,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",97,1,4,18.1,NA,NA,1239098,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",107,1,4,19.49,NA,NA,1239099,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",108,2,8,38.98,NA,NA,1239095,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",111,1,4,19.49,NA,NA,1239096,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",114,1,4,19.49,NA,NA,1239100,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",117,1,4,19.49,NA,NA,1239101,NA
"2011-06-07 07:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",127,1,4,19.49,NA,NA,1239097,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",90,1,4,2.33,NA,NA,1239237,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",96,2,8,4.65,NA,NA,1239238,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",97,1,4,2.33,NA,NA,1239239,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",98,2,8,4.65,NA,NA,1239240,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",102,1,4,2.6,NA,NA,1239241,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",104,1,4,2.6,NA,NA,1239242,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",106,2,8,5.2,NA,NA,1239243,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",107,1,4,2.6,NA,NA,1239244,NA
"2011-06-07 08:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",108,1,4,2.6,NA,NA,1239245,NA
"2011-06-07 09:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",109,1,4,19.58,NA,NA,1239112,NA
"2011-06-07 09:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",113,1,4,19.58,NA,NA,1239113,NA
"2011-06-07 09:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",119,1,4,19.58,NA,NA,1239114,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",98,2,8,4.65,NA,NA,1239246,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",99,3,12,6.98,NA,NA,1239247,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",100,2,8,4.65,NA,NA,1239248,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",102,1,4,2.6,NA,NA,1239249,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",103,2,8,5.2,NA,NA,1239250,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",105,1,4,2.6,NA,NA,1239251,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",106,1,4,2.6,NA,NA,1239252,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Clipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",109,1,4,2.6,NA,NA,1239253,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",114,2,8,5.2,NA,NA,1239254,NA
"2011-06-07 10:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",119,1,4,2.6,NA,NA,1239255,NA
"2011-06-07 11:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",87,1,4,18.24,NA,NA,1239133,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",98,1,4,18.1,NA,NA,1239134,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",104,1,4,19.49,NA,NA,1239140,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",108,1,4,19.49,NA,NA,1239135,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",110,1,4,19.49,NA,NA,1239136,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",113,1,4,19.49,NA,NA,1239137,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",117,1,4,19.49,NA,NA,1239138,NA
"2011-06-07 13:00:00","SWP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",127,1,4,19.49,NA,NA,1239139,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",94,1,12,6.98,NA,NA,1239256,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",96,1,12,6.98,NA,NA,1239257,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",97,1,12,6.98,NA,NA,1239258,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",98,1,12,6.98,NA,NA,1239259,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",99,1,12,6.98,NA,NA,1239260,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",100,1,12,6.98,NA,NA,1239261,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",101,1,12,7.81,NA,NA,1239262,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",104,1,12,7.81,NA,NA,1239263,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",105,2,24,15.61,NA,NA,1239264,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",110,1,12,7.81,NA,NA,1239265,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",118,1,12,7.81,NA,NA,1239266,NA
"2011-06-07 14:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",122,1,12,7.81,NA,NA,1239267,NA
"2011-06-07 15:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",91,1,4,18.13,NA,NA,1239150,NA
"2011-06-07 15:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",98,1,4,18.13,NA,NA,1239151,NA
"2011-06-07 15:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",101,1,4,19.53,NA,NA,1239152,NA
"2011-06-07 16:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",103,3,36,23.42,NA,NA,1239285,NA
"2011-06-07 16:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",106,1,12,7.81,NA,NA,1239286,NA
"2011-06-07 16:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",108,1,12,7.81,NA,NA,1239287,NA
"2011-06-07 16:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",112,1,12,7.81,NA,NA,1239288,NA
"2011-06-07 16:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",116,1,12,7.81,NA,NA,1239289,NA
"2011-06-07 18:00:00","CVP","Chinook Salmon","Clipped","Fall",NA,"Fall","055395","CNFH","Production",2011-04-22,2011-04-22,1,"COLEMAN NFH","RMIS",46,10,120,0.08,"Normal count",100,1,12,6.98,NA,NA,1239290,NA
"2011-06-07 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",94,1,12,6.98,NA,NA,1239298,NA
"2011-06-07 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",99,1,12,6.98,NA,NA,1239299,NA
"2011-06-07 20:00:00","CVP","Chinook Salmon","Clipped","Fall",NA,"Fall","064573","MER","Experimental",2011-05-06,2011-05-06,1,"MERCED R FISH FACIL","RMIS",32,10,120,0.08,"Normal count",103,1,12,7.81,NA,NA,1239300,NA
"2011-06-07 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",106,1,12,7.81,NA,NA,1239301,NA
"2011-06-07 20:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",110,1,12,7.81,NA,NA,1239302,NA
"2011-06-07 20:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",120,1,12,7.81,NA,NA,1239303,NA
"2011-06-07 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",100,1,24,108,NA,NA,1239183,NA
"2011-06-07 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",104,1,24,116.12,NA,NA,1239159,NA
"2011-06-07 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",105,1,24,116.12,NA,NA,1239160,NA
"2011-06-07 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",106,1,24,116.12,NA,NA,1239184,NA
"2011-06-07 21:00:00","SWP","Chinook Salmon","Clipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",108,1,24,116.12,NA,NA,1239185,NA
"2011-06-07 21:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",112,1,24,116.12,NA,NA,1239161,NA
"2011-06-07 23:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",103,1,24,115.64,NA,NA,1239197,NA
"2011-06-07 23:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",106,2,48,231.27,NA,NA,1239198,NA
"2011-06-07 23:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",109,1,24,115.64,NA,NA,1239199,NA
"2011-06-07 23:59:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",100,1,12,6.98,NA,NA,1239304,NA
"2011-06-07 23:59:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",104,1,12,7.81,NA,NA,1239305,NA
"2011-06-07 23:59:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",115,1,12,7.81,NA,NA,1239306,NA
"2011-06-08 01:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",100,1,24,107.56,NA,NA,1239309,NA
"2011-06-08 01:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",113,1,24,115.52,NA,NA,1239310,NA
"2011-06-08 02:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",115,1,12,7.81,NA,NA,1239449,NA
"2011-06-08 03:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",101,1,24,116.25,NA,NA,1239311,NA
"2011-06-08 03:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,120,0.04,"Normal count",105,1,24,116.25,NA,NA,1239326,NA
"2011-06-08 04:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",94,1,12,6.98,NA,NA,1239467,NA
"2011-06-08 04:00:00","CVP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,120,0.08,"Normal count",100,1,12,6.98,NA,NA,1239468,NA
"2011-06-08 06:00:00","CVP","Chinook Salmon","Clipped","Fall",NA,"Fall","068049","MER","Experimental",2011-05-06,2011-05-06,1,"MERCED R FISH FACIL","RMIS",33,10,120,0.08,"Normal count",111,1,12,7.81,NA,NA,1239469,NA
"2011-06-08 07:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",105,1,4,19.51,NA,NA,1239344,NA
"2011-06-08 09:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",93,1,4,18.13,NA,NA,1239353,NA
"2011-06-08 09:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",99,1,4,18.13,NA,NA,1239345,NA
"2011-06-08 09:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",107,1,4,19.53,NA,NA,1239354,NA
"2011-06-08 09:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",112,1,4,19.53,NA,NA,1239355,NA
"2011-06-08 10:00:00","CVP","Chinook Salmon","Clipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,125,0.08,"Normal count",85,1,12.5,8.64,NA,NA,1239492,NA
"2011-06-08 10:00:00","CVP","Chinook Salmon","Clipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,125,0.08,"Normal count",104,1,12.5,9.96,NA,NA,1239493,NA
"2011-06-08 10:00:00","CVP","Chinook Salmon","Unclipped","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,125,0.08,"Normal count",115,1,12.5,9.96,NA,NA,1239494,NA
"2011-06-08 11:00:00","SWP","Chinook Salmon","Unclipped","Fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,120,0.25,"Normal count",88,1,4,18.13,NA,NA,1239365,NA
