Sample Time, Facility, Species, Adipose Clip, LAD Race, DNA Race, CWT Race, CWT tagcode, CWT Hatch, CWT Release Type, CWT Release Start, CWT Release End, CWT Release Span Days, CWT Release Location, CWT Release Information Source, Days from Release End to Sample Time, Count Duration (minutes), Pumping Duration (minutes), Sample Fraction, Study Type, Length, nfish, Expanded Salvage, Loss, DNA Sample ID, Genetic Probability, Length Row ID,14-day OMRI
12/27/1994 1:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,60,0.5,Normal count,154,1,2,8.88,,,48832,
12/27/1994 3:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,160,1,4,17.78,,,367424,
12/27/1994 7:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,131,1,4,17.73,,,938983,
12/27/1994 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7911,10,120,0.08,Normal count,176,1,12,7.81,,,97992,
12/27/1994 9:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,20,30,120,0.25,Normal count,142,1,4,17.6,,,325230,
12/27/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7911,10,120,0.08,Normal count,156,1,12,7.81,,,1028928,
12/27/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7911,10,120,0.08,Normal count,158,1,12,7.81,,,802582,
12/27/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7911,10,120,0.08,Normal count,158,1,12,7.81,,,802582,
12/27/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7911,10,120,0.08,Normal count,177,1,12,7.81,,,200125,
12/27/1994 10:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053622,CNFH,Experimental,11/10/1994,11/10/1994,1,COLEMAN NFH,RMIS,47,30,60,0.5,Normal count,144,1,2,8.87,,,576823,
12/27/1994 10:00,SWP,Chinook Salmon,Clipped,Fall,,LateFall,053425,CNFH,Experimental,12/5/1994,12/5/1994,1,MOK R GEORGIANNA SLOUGH,RMIS,22,30,60,0.5,Normal count,199,1,2,8.87,,,53862,
12/27/1994 11:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053622,CNFH,Experimental,11/10/1994,11/10/1994,1,COLEMAN NFH,RMIS,47,30,60,0.5,Normal count,140,1,2,8.81,,,115857,
12/27/1994 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,29,10,120,0.08,Normal count,182,1,12,7.81,,,230388,
12/27/1994 14:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7911,10,120,0.08,Normal count,186,1,12,7.81,,,418317,
12/27/1994 21:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,60,0.5,Normal count,135,1,2,9,,,13186,
12/27/1994 21:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,60,0.5,Normal count,137,1,2,9,,,330882,
12/27/1994 23:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,137,1,4,17.85,,,71448,
12/28/1994 1:00,SWP,Chinook Salmon,Clipped,LateFall,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,21,30,120,0.25,Normal count,181,1,4,17.73,,,130139,
12/28/1994 3:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,136,1,4,17.76,,,953935,
12/28/1994 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7912,10,120,0.08,Normal count,177,1,12,7.81,,,448161,
12/28/1994 9:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,143,1,4,17.76,,,1120188,
12/28/1994 9:00,SWP,Chinook Salmon,Clipped,LateFall,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,21,30,120,0.25,Normal count,177,1,4,17.76,,,78041,
12/28/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7912,10,120,0.08,Normal count,162,1,12,7.81,,,362925,
12/28/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7912,10,120,0.08,Normal count,165,1,12,7.81,,,1126916,
12/28/1994 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7912,10,120,0.08,Normal count,194,1,12,7.81,,,213203,
12/28/1994 11:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,135,1,4,17.04,,,776717,
12/28/1994 11:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,156,1,4,17.04,,,828962,
12/28/1994 11:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,165,1,4,17.04,,,957732,
12/29/1994 7:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,149,1,4,17.83,,,547794,
12/29/1994 13:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,136,1,4,17.84,,,165822,
12/29/1994 13:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,143,1,4,17.84,,,119433,
12/29/1994 15:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,156,1,4,17.96,,,319904,
12/29/1994 21:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053426,CNFH,Experimental,12/5/1994,12/5/1994,1,SAC R AT ISLETON,RMIS,24,30,60,0.5,Normal count,119,1,2,8.71,,,1102443,
12/29/1994 21:00,SWP,Chinook Salmon,Clipped,LateFall,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,22,30,60,0.5,Normal count,165,1,2,8.71,,,1149099,
12/29/1994 21:00,SWP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,30,60,0.5,Normal count,179,1,2,8.71,,,569777,
12/29/1994 21:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,31,30,60,0.5,Normal count,186,1,2,8.71,,,384320,
12/29/1994 23:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,139,1,4,17.25,,,537880,
12/30/1994 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7914,10,120,0.08,Normal count,188,1,12,7.34,,,772359,
12/30/1994 15:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,152,1,4,17.96,,,22774,
12/30/1994 20:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,180,0.17,Normal count,137,1,6,27.24,,,360073,
12/30/1994 21:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,23,30,60,0.5,Normal count,145,1,2,8.73,,,544605,
12/30/1994 23:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,139,1,4,17.35,,,742973,
12/31/1994 2:00,CVP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,10,120,0.08,Normal count,186,1,12,7.81,,,179264,
12/31/1994 5:00,SWP,Chinook Salmon,Clipped,LateFall,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,24,30,120,0.25,Normal count,165,1,4,17.73,,,284261,
12/31/1994 16:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7915,10,120,0.08,Normal count,156,1,12,7.81,,,862263,
12/31/1994 18:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7915,10,120,0.08,Normal count,165,1,12,7.81,,,963220,
1/1/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7916,10,120,0.08,Normal count,176,1,12,7.33,,,56196,
1/1/1995 14:00,CVP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,10,120,0.08,Normal count,177,1,12,7.34,,,360302,
1/1/1995 19:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,133,1,4,17.79,,,743705,
1/1/1995 21:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,139,1,4,17.26,,,729973,
1/2/1995 7:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,125,1,4,17.64,,,1072701,
1/2/1995 7:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7917,30,120,0.25,Normal count,185,1,4,17.64,,,81982,
1/2/1995 15:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7917,30,120,0.25,Normal count,170,1,4,18.31,,,251196,
1/3/1995 3:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,172,1,4,17.64,,,8196,
1/3/1995 5:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,148,1,4,17.49,,,1161873,
1/3/1995 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,36,10,120,0.08,Normal count,169,1,12,7.81,,,164029,
1/3/1995 8:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,180,0.17,Normal count,142,1,6,26.38,,,115895,
1/3/1995 10:00,CVP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,10,120,0.08,Normal count,144,1,12,7.81,,,582998,
1/3/1995 13:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,180,0.17,Normal count,148,1,6,28.76,,,101080,
1/3/1995 18:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7918,10,120,0.08,Normal count,162,1,12,7.81,,,143293,
1/3/1995 21:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,144,1,4,17.66,,,449212,
1/4/1995 7:00,SWP,Chinook Salmon,Clipped,LateFall,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,28,30,120,0.25,Normal count,159,1,4,17.95,,,686492,
1/4/1995 7:00,SWP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,160,1,4,17.95,,,411152,
1/4/1995 10:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053425,CNFH,Experimental,12/5/1994,12/5/1994,1,MOK R GEORGIANNA SLOUGH,RMIS,30,20,180,0.11,Normal count,139,1,9,40.66,,,543611,
1/4/1995 12:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,15,120,0.12,Normal count,143,1,8,34.74,,,4051,
1/4/1995 13:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,60,0.5,Normal count,176,1,2,9.25,,,986934,
1/5/1995 6:30,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,90,0.33,Normal count,180,1,3,13.55,,,110824,
1/5/1995 6:30,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,38,30,90,0.33,Normal count,201,1,3,13.55,,,177457,
1/5/1995 18:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7920,10,120,0.08,Normal count,183,1,12,7.81,,,1049529,
1/5/1995 23:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,38,30,120,0.25,Normal count,195,1,4,18.29,,,708345,
1/6/1995 1:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,066348,MOK,Experimental,10/17/1994,10/20/1994,4,MOKELUMNE RIVER,RMIS,78,30,120,0.25,Normal count,196,1,4,18.18,,,994297,
1/6/1995 8:00,CVP,Chinook Salmon,Clipped,Winter,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,157,1,12,7.81,,,314187,
1/6/1995 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,164,1,12,7.81,,,213990,
1/6/1995 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,176,1,12,7.81,,,783292,
1/6/1995 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,178,1,12,7.81,,,1018508,
1/6/1995 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,179,1,12,7.81,,,968531,
1/6/1995 8:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,181,1,12,7.81,,,1030829,
1/6/1995 9:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,179,1,4,18.04,,,719743,
1/6/1995 9:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,185,1,4,18.04,,,688540,
1/6/1995 9:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,191,1,4,18.04,,,864319,
1/6/1995 11:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,170,1,4,18.14,,,160805,
1/6/1995 11:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,171,1,4,18.14,,,952164,
1/6/1995 11:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,177,1,4,18.14,,,256528,
1/6/1995 11:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,183,1,4,18.14,,,738312,
1/6/1995 11:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,185,1,4,18.14,,,119355,
1/6/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,167,1,12,7.81,,,590372,
1/6/1995 14:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,10,120,0.08,Normal count,178,1,12,7.81,,,835575,
1/6/1995 19:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7921,30,120,0.25,Normal count,180,1,4,18.46,,,821312,
1/6/1995 21:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,39,30,120,0.25,Normal count,176,1,4,18.22,,,329715,
1/7/1995 4:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7922,30,90,0.33,Normal count,186,1,3,13.8,,,154429,
1/7/1995 7:00,SWP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,30,60,0.5,Normal count,175,1,2,9.17,,,951163,
1/7/1995 9:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,143,1,4,19.03,,,481514,
1/7/1995 9:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,120,0.25,Normal count,190,1,4,19.03,,,9065,
1/7/1995 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7922,10,120,0.08,Normal count,167,1,12,7.81,,,198759,
1/7/1995 10:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7922,10,120,0.08,Normal count,188,1,12,7.81,,,304320,
1/7/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7922,10,120,0.08,Normal count,169,1,12,7.81,,,377752,
1/7/1995 12:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,180,0.17,Normal count,160,1,6,26.38,,,812080,
1/7/1995 12:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7922,30,180,0.17,Normal count,180,1,6,26.38,,,147946,
1/7/1995 15:00,SWP,Chinook Salmon,Unclipped,Winter,,,,,,,,,,,,30,120,0.25,Normal count,136,1,4,17.92,,,179257,
1/7/1995 15:00,SWP,Chinook Salmon,Clipped,Winter,,LateFall,053425,CNFH,Experimental,12/5/1994,12/5/1994,1,MOK R GEORGIANNA SLOUGH,RMIS,33,30,120,0.25,Normal count,145,1,4,17.92,,,1163397,
1/7/1995 23:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,40,30,60,0.5,Normal count,172,1,2,9.23,,,4133,
1/7/1995 23:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,40,30,60,0.5,Normal count,172,1,2,9.23,,,4133,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,10,120,0.08,Normal count,165,1,12,7.81,,,578282,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,169,1,12,7.81,,,132466,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,10,120,0.08,Normal count,174,1,12,7.81,,,329226,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,175,1,12,7.81,,,985489,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,10,120,0.08,Normal count,176,1,12,7.81,,,351779,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,186,1,12,7.81,,,575070,
1/8/1995 0:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,10,120,0.08,Normal count,188,1,12,7.81,,,1014441,
1/8/1995 0:00,SWP,Chinook Salmon,Clipped,LateFall,,LateFall,053742,CNFH,Experimental,12/7/1994,12/7/1994,1,COLEMAN NFH,RMIS,32,30,180,0.17,Normal count,170,1,6,26.57,,,93961,
1/8/1995 0:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,180,0.17,Normal count,172,1,6,26.57,,,436568,
1/8/1995 2:00,CVP,Chinook Salmon,Clipped,Winter,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,160,1,12,7.81,,,1116209,
1/8/1995 6:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,10,120,0.08,Normal count,210,1,12,7.81,,,1129976,
1/8/1995 9:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,30,120,0.25,Normal count,170,1,4,18.32,,,1165864,
1/8/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,166,1,12,7.34,,,1023777,
1/8/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,10,120,0.08,Normal count,174,1,12,7.34,,,994839,
1/8/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,186,1,12,7.34,,,794631,
1/8/1995 12:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,187,1,12,7.34,,,22374,
1/8/1995 14:00,CVP,Chinook Salmon,Clipped,Winter,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,154,1,12,7.81,,,380224,
1/8/1995 14:00,CVP,Chinook Salmon,Clipped,Winter,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,160,1,12,7.81,,,259643,
1/8/1995 14:00,CVP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,10,120,0.08,Normal count,179,1,12,7.81,,,770181,
1/8/1995 14:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,10,120,0.08,Normal count,180,1,12,7.81,,,1070295,
1/8/1995 14:00,CVP,Chinook Salmon,Clipped,LateFall,,Fall,064622,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,10,120,0.08,Normal count,188,1,12,7.81,,,1166858,
1/8/1995 14:00,CVP,Chinook Salmon,Clipped,LateFall,,,,,,,,,,,,10,120,0.08,Normal count,191,1,12,7.81,,,375833,
1/8/1995 14:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,30,180,0.17,Normal count,168,1,6,27.74,,,683509,
1/8/1995 14:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,180,0.17,Normal count,175,1,6,27.74,,,978491,
1/8/1995 14:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,060102,FRH,Experimental,4/1/1973,4/30/1973,30,SAN JOAQ OLD FEDERAL PUMP,RMIS,7923,30,180,0.17,Normal count,188,1,6,27.74,,,376396,
1/8/1995 15:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,30,60,0.5,Normal count,177,1,2,8.95,,,138493,
1/8/1995 15:00,SWP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,30,60,0.5,Normal count,180,1,2,8.95,,,589501,
1/8/1995 15:00,SWP,Chinook Salmon,Clipped,LateFall,,Fall,064623,MER,Experimental,11/28/1994,11/28/1994,1,MERCED RIVER MOUTH,RMIS,41,30,60,0.5,Normal count,182,1,2,8.95,,,794626,
1/8/1995 16:00,CVP,Chinook Salmon,Unclipped,LateFall,,,,,,,,,,,,10,120,0.08,Normal count,181,1,12,7.81,,,1148940,
